product_a_id,product_b_id,score,decision,name_a,name_b,brand_a,brand_b,retailer_a,retailer_b,price_a,price_b,dimension_a,dimension_b,explanation
3023,4204,0.7353,no_merge,"BT VELVET/2X1 PRIMER/SOMBRA LÍQUIDA CAPPUCCINO!, Bruna Tavares",Bruna Tavares Bt Velvet/2X1 Primer/Sombra Líquida Cherry!,bruna tavares,bruna tavares,amazon_br,amazon_br,6590,5990,,,brand_match:bruna tavares; title_high:0.93; model_match:2x1; size_match:49g; category_exact; price_close; penalty:conflicting_global_identifier; penalty:clearly_incompatible_variant
3023,3106,0.735,no_merge,"BT VELVET/2X1 PRIMER/SOMBRA LÍQUIDA CAPPUCCINO!, Bruna Tavares",Bruna Tavares Bt Velvet/2X1 Primer/Sombra Líquida Brown!,bruna tavares,bruna tavares,amazon_br,amazon_br,6590,5990,,,brand_match:bruna tavares; title_high:0.94; model_match:2x1; size_ambiguous; category_exact; price_close; penalty:conflicting_global_identifier; penalty:clearly_incompatible_variant
2556,3393,0.7347,no_merge,MELU - CORRETIVO LÍQUIDO COISA MAIS LINDA MADE IN 15 RRM602-2,MELU - CORRETIVO LÍQUIDO COISA MAIS LINDA MADE IN 35 RRM602-4,melu,melu,amazon_br,amazon_br,2599,2600,,,brand_match:melu; title_high:0.97; model_match:rrm602; size_match:20g; color_match:rose; price_close; penalty:conflicting_global_identifier; penalty:clearly_incompatible_variant
1974,1986,0.7344,no_merge,GA.MA ITALY Secador de Cabelo Gama Lichia Ceramic Ion 2100W 127V,GA.MA Italy Secador Gama Eleganza Plus Ceramic Ion - 2100W - 127V Nac,ga.ma italy professional,ga.ma italy professional,amazon_br,amazon_br,15190,14797,,,"brand_match:ga ma italy professional; title_medium:0.85; model_match:100w,127v,2100w; size_match:641g; pack_match:5; category_exact; price_close; penalty:conflicting_global_identifier; penalty:clearly_incompatible_variant"
3518,3908,0.7343,no_merge,Base liquida matte Timewise® 3D Mary kay - 30ml (Beige W180),Base liquida matte Timewise® 3D Mary kay - 30ml (Beige N210),mary kay,mary kay,amazon_br,amazon_br,7484,7090,30ml,30ml,brand_match:mary kay; title_high:0.96; model_match:3d; size_ambiguous; pack_missing_one_side; category_exact; price_close; penalty:conflicting_global_identifier; penalty:clearly_incompatible_variant
3804,3834,0.7343,no_merge,Base liquida matte Timewise® 3D Mary kay - 30ml (Beige N210),Base liquida matte Timewise® 3D Mary kay - 30ml (Beige C110),mary kay,mary kay,amazon_br,amazon_br,7990,7500,30ml,30ml,brand_match:mary kay; title_high:0.96; model_match:3d; size_ambiguous; pack_missing_one_side; category_exact; price_close; penalty:conflicting_global_identifier; penalty:clearly_incompatible_variant
3393,3872,0.7342,no_merge,MELU - CORRETIVO LÍQUIDO COISA MAIS LINDA MADE IN 35 RRM602-4,MELU - CORRETIVO LÍQUIDO COISA MAIS LINDA MADE IN 5 RRM602-1,melu,melu,amazon_br,amazon_br,2600,2547,,,brand_match:melu; title_high:0.96; model_match:rrm602; size_match:20g; color_match:rose; price_close; penalty:conflicting_global_identifier; penalty:clearly_incompatible_variant
3448,3472,0.7338,no_merge,Contém 1g Delineador Líquido Para Olhos Glitter (Liquid Liner) - Galáctica 3Ml,Contém 1g Delineador Líquido Para Olhos (Liquid Liner) Quase Preto - Submerso 3Ml,contém 1 g,contém 1 g,amazon_br,amazon_br,4086,5028,3ml,3ml,brand_match:contem 1 g; title_medium:0.86; model_match:3d; size_ambiguous; shade_match:azul; pack_match:4; category_exact; penalty:conflicting_global_identifier; penalty:clearly_incompatible_variant
1008,1078,0.7334,no_merge,"Escova Secadora, Mondial, Golden Rose, 1200W, Bivolt - ES-02-BI","Escova Secadora, Mondial, Golden Rose, 1200W, 110V - ES-02",mondial,mondial,amazon_br,amazon_br,11305,19700,,,"brand_match:mondial; title_high:0.95; model_match:1200w,127v,200w; color_match:rose; shade_match:golden; category_exact; penalty:conflicting_global_identifier; penalty:clearly_incompatible_size; penalty:clearly_incompatible_variant"
3253,3329,0.7333,no_merge,Base Time Wise 3D Ivory W150,Base Time Wise 3D Ivory N140,mary kay,mary kay,amazon_br,amazon_br,7284,7500,,,brand_match:mary kay; title_high:0.93; model_match:3d; category_exact; price_close; penalty:clearly_incompatible_size; penalty:clearly_incompatible_variant
1217,1256,0.7332,no_merge,"Kit Toalhas De Rosto, 3 Pe�as, Medalh�o, Corttex, Algod�o, Jacquard, Alta Absor��o, 450g/m� - Altihaus (Marinho)","Kit Toalhas De Rosto, 3 Pe�as, Medalh�o, Corttex, Algod�o, Jacquard, Alta Absor��o, 450g/m� - Altihaus (Bege)",altihaus,altihaus,amazon_br,amazon_br,9900,7497,450g,450g,"brand_match:altihaus; title_high:0.97; model_match:50cm,70c,70cm; size_ambiguous; pack_missing_one_side; category_exact; penalty:conflicting_global_identifier; penalty:clearly_incompatible_variant"
2225,2283,0.733,no_merge,Vult Máscara de Cílios Extreme Bombastic! Resistente à Água 10g,Vult Máscara de Cílios Extreme Bombastic 10g,vult,vult,amazon_br,amazon_br,4276,3752,10g,10g,brand_match:vult; title_high:1.00; model_missing_one_side; size_ambiguous; color_match:preto; shade_match:preto; pack_missing_one_side; category_exact; price_close
3080,3831,0.7314,no_merge,BASE TIME WISE 3D MARY KAY (bege n190),Base liquida matte Timewise® 3D Mary kay - 30ml (Bronze W100),mary kay,mary kay,amazon_br,amazon_br,7500,6390,,30ml,brand_match:mary kay; model_match:3d; size_ambiguous; pack_match:2; category_exact; price_close
3422,4119,0.7314,no_merge,Contém 1g Delineador Líquido Para Olhos (Liquid Liner) Quase Preto - Eclipse 3Ml,Contém 1g Delineador Líquido Para Olhos Glitter (Liquid Liner) - Interestelar 3ml,contém 1 g,contém 1 g,amazon_br,amazon_br,4226,3790,3ml,3ml,brand_match:contem 1 g; title_medium:0.85; model_match:3d; size_ambiguous; pack_match:4; category_exact; price_close; penalty:conflicting_global_identifier; penalty:clearly_incompatible_variant
2701,3323,0.731,no_merge,Base Time Wise 3D Beige W160,Base Time Wise 3D Ivory C110,mary kay,mary kay,amazon_br,amazon_br,7400,7500,,,brand_match:mary kay; title_medium:0.76; model_match:3d; size_ambiguous; pack_match:2; category_exact; price_close; penalty:clearly_incompatible_variant
2861,2927,0.7308,no_merge,VULT MEGA BASE COR V200 26ML,VULT MEGA BASE COR V270 26ML,vult,vult,amazon_br,amazon_br,2590,1889,26ml,26ml,brand_match:vult; title_high:0.96; model_match:5hse; size_ambiguous; pack_missing_one_side; category_exact; penalty:conflicting_global_identifier; penalty:clearly_incompatible_variant
2524,3861,0.7306,no_merge,Base Time Wise 3D Beige N150,Base Time Wise 3D Ivory W130,mary kay,mary kay,amazon_br,amazon_br,7400,7500,,,brand_match:mary kay; title_medium:0.79; model_match:3d; size_ambiguous; pack_missing_one_side; category_exact; price_close; penalty:clearly_incompatible_variant
989,1001,0.7306,no_merge,"MONDIAL Escova Secadora, Verde, 1200W, Bivolt - ES-JU-02",MONDIAL Escova Secadora Mondial Golden Rose 1200W Bivolt - Es-Ju-01,mondial,mondial,amazon_br,amazon_br,15990,16799,,,"brand_match:mondial; title_high:0.90; model_match:1200w,127v,220v; size_match:550g; pack_match:5; category_exact; price_close; penalty:conflicting_global_identifier; penalty:clearly_incompatible_variant; penalty:clearly_incompatible_variant"
3329,3861,0.7305,no_merge,Base Time Wise 3D Ivory N140,Base Time Wise 3D Ivory W130,mary kay,mary kay,amazon_br,amazon_br,7500,7500,,,brand_match:mary kay; title_high:0.93; model_match:3d; pack_missing_one_side; category_exact; price_close; penalty:clearly_incompatible_size; penalty:clearly_incompatible_variant
2927,2987,0.7303,no_merge,VULT MEGA BASE COR V270 26ML,VULT MEGA BASE COR V120 26ML,vult,vult,amazon_br,amazon_br,1889,2366,26ml,26ml,brand_match:vult; title_high:0.96; model_match:5hse; size_ambiguous; pack_missing_one_side; category_exact; penalty:conflicting_global_identifier; penalty:clearly_incompatible_variant
2278,2500,0.7302,no_merge,Gloss Labial Payot 3D Algodão Doce 20-6 ml,Gloss Labial Payot 3D Coral 10-6 ml,payot,payot,amazon_br,amazon_br,4430,4430,6ml,6ml,brand_match:payot; title_medium:0.85; model_match:3d; size_ambiguous; pack_match:6; category_exact; price_close; penalty:conflicting_global_identifier; penalty:clearly_incompatible_variant
965,989,0.7301,no_merge,"MONDIAL Escova Secadora By Juliette, Azul/Rosa, 1200W, Bivolt - ES-JU-03","MONDIAL Escova Secadora, Verde, 1200W, Bivolt - ES-JU-02",mondial,mondial,amazon_br,amazon_br,14900,15990,,,"brand_match:mondial; title_high:0.90; model_match:1200w,127v,220v; size_match:550g; pack_match:5; category_exact; price_close; penalty:conflicting_global_identifier; penalty:clearly_incompatible_variant; penalty:clearly_incompatible_variant"
3834,3908,0.7298,no_merge,Base liquida matte Timewise® 3D Mary kay - 30ml (Beige C110),Base liquida matte Timewise® 3D Mary kay - 30ml (Beige N210),mary kay,mary kay,amazon_br,amazon_br,7500,7090,30ml,30ml,brand_match:mary kay; title_high:0.96; model_match:3d; size_ambiguous; pack_missing_one_side; category_exact; price_close; penalty:conflicting_global_identifier; penalty:clearly_incompatible_variant
2833,4012,0.7297,no_merge,Base liquida matte Timewise® 3D Mary kay - 30ml (Beige N150),Base liquida matte Timewise® 3D Mary kay - 30ml (Bronze W110),mary kay,mary kay,amazon_br,amazon_br,7500,7500,30ml,30ml,brand_match:mary kay; title_high:0.90; model_match:3d; size_ambiguous; category_exact; price_close; penalty:clearly_incompatible_variant; penalty:clearly_incompatible_variant
2524,3080,0.7295,no_merge,Base Time Wise 3D Beige N150,BASE TIME WISE 3D MARY KAY (bege n190),mary kay,mary kay,amazon_br,amazon_br,7400,7500,,,brand_match:mary kay; title_medium:0.81; model_match:3d; size_ambiguous; category_exact; price_close; penalty:clearly_incompatible_variant
2833,4035,0.7295,no_merge,Base liquida matte Timewise® 3D Mary kay - 30ml (Beige N150),Base liquida matte Timewise® 3D Mary kay - 30ml (Bronze W120),mary kay,mary kay,amazon_br,amazon_br,7500,7500,30ml,30ml,brand_match:mary kay; title_high:0.90; model_match:3d; size_ambiguous; category_exact; price_close; penalty:clearly_incompatible_variant; penalty:clearly_incompatible_variant
965,1012,0.7293,no_merge,"MONDIAL Escova Secadora By Juliette, Azul/Rosa, 1200W, Bivolt - ES-JU-03","Escova Secadora InfraRed, Mondial, Azul/Golden Rose, 1200W, Bivolt - ES-01-IR",mondial,mondial,amazon_br,amazon_br,14900,15990,,,"brand_match:mondial; title_medium:0.79; model_match:1200w,127v,220v; size_match:550g; shade_match:azul; pack_match:5; category_exact; price_close; penalty:conflicting_global_identifier; penalty:clearly_incompatible_variant"
2176,2180,0.7293,no_merge,"Lapis Para Olhos Com Apontado - Marrom - Luisance - L887-M, Luisanse","Lapis Para Olhos Com Apontado - Preto - Luisance - L887-B, Luisanse",luisance,luisance,amazon_br,amazon_br,289,390,,,brand_match:luisance; title_high:0.93; model_match:l887; size_match:50g; pack_match:3; category_exact; penalty:conflicting_global_identifier; penalty:clearly_incompatible_variant; penalty:clearly_incompatible_variant
2524,2701,0.7293,no_merge,Base Time Wise 3D Beige N150,Base Time Wise 3D Beige W160,mary kay,mary kay,amazon_br,amazon_br,7400,7400,,,brand_match:mary kay; title_high:0.93; model_match:3d; size_ambiguous; category_exact; price_close; penalty:clearly_incompatible_variant; penalty:clearly_incompatible_variant
2524,3065,0.7286,no_merge,Base Time Wise 3D Beige N150,Base liquida matte Timewise® 3D Mary kay - 30ml (Beige W160),mary kay,mary kay,amazon_br,amazon_br,7400,7990,,30ml,brand_match:mary kay; model_match:3d; size_ambiguous; pack_match:3; category_exact; price_close
253,261,0.7284,no_merge,"Kit Clareador Facial e Anti Idade - Sabonete Tranexâmico, Mandel Arbuty, Bi Hyalo Repair Z17","Kit Tatamento de Melasma: Sabonete Tranexâmico, Ácido Mandélico & Hyalo Lacto Z15",zaniah dermocosméticos,zaniah dermocosméticos,amazon_br,amazon_br,17600,18900,,,"brand_match:zaniah dermocosmeticos; model_match:1o,2o,3o; size_ambiguous; pack_match:19; category_exact; price_close"
2524,4199,0.7283,no_merge,Base Time Wise 3D Beige N150,Base liquida matte Timewise® 3D Mary kay - 30ml (Beige W100),mary kay,mary kay,amazon_br,amazon_br,7400,7500,,30ml,brand_match:mary kay; model_match:3d; size_ambiguous; pack_match:3; category_exact; price_close
3518,3720,0.7282,no_merge,Base liquida matte Timewise® 3D Mary kay - 30ml (Beige W180),Base Time Wise 3D Beige N200,mary kay,mary kay,amazon_br,amazon_br,7484,7284,30ml,,brand_match:mary kay; model_match:3d; size_ambiguous; pack_match:2; category_exact; price_close
3720,4039,0.728,no_merge,Base Time Wise 3D Beige N200,Base liquida matte Timewise® 3D Mary kay - 30ml (Beige N190),mary kay,mary kay,amazon_br,amazon_br,7284,7000,,30ml,brand_match:mary kay; model_match:3d; size_ambiguous; pack_match:2; category_exact; price_close
1001,1078,0.7273,no_merge,MONDIAL Escova Secadora Mondial Golden Rose 1200W Bivolt - Es-Ju-01,"Escova Secadora, Mondial, Golden Rose, 1200W, 110V - ES-02",mondial,mondial,amazon_br,amazon_br,16799,19700,,,"brand_match:mondial; title_high:0.92; model_match:1200w,127v; color_match:rose; shade_match:golden; category_exact; price_close; penalty:conflicting_global_identifier; penalty:clearly_incompatible_size; penalty:clearly_incompatible_variant"
3065,4012,0.7273,no_merge,Base liquida matte Timewise® 3D Mary kay - 30ml (Beige W160),Base liquida matte Timewise® 3D Mary kay - 30ml (Bronze W110),mary kay,mary kay,amazon_br,amazon_br,7990,7500,30ml,30ml,brand_match:mary kay; title_high:0.92; model_match:3d; size_ambiguous; category_exact; price_close; penalty:conflicting_global_identifier; penalty:clearly_incompatible_variant
2701,3861,0.7272,no_merge,Base Time Wise 3D Beige W160,Base Time Wise 3D Ivory W130,mary kay,mary kay,amazon_br,amazon_br,7400,7500,,,brand_match:mary kay; title_medium:0.82; model_match:3d; size_ambiguous; pack_missing_one_side; category_exact; price_close; penalty:clearly_incompatible_variant
1007,991,0.7269,no_merge,Escova Secadora Britânia Soft 4 em 1 1300W Bivolt BES13VD Bivolt,Escova Secadora Britânia BES26SR 4 em 1 1300W Bivolt,britânia,britânia,amazon_br,amazon_br,16100,11818,,,brand_match:britania; title_high:0.92; model_match:1300w; pack_match:5; penalty:clearly_incompatible_size; penalty:clearly_incompatible_variant
1001,1969,0.7268,no_merge,MONDIAL Escova Secadora Mondial Golden Rose 1200W Bivolt - Es-Ju-01,"MONDIAL Escova Secadora Keratin, Bivolt, 1200W, Grafite/Golden Rose - ES-11-BI",mondial,mondial,amazon_br,amazon_br,16799,12302,,,"brand_match:mondial; title_high:0.94; model_match:1200w,127v,220v; size_match:550g; color_match:rose; category_exact; penalty:conflicting_global_identifier; penalty:clearly_incompatible_variant; penalty:clearly_incompatible_variant"
3023,4084,0.7268,no_merge,"BT VELVET/2X1 PRIMER/SOMBRA LÍQUIDA CAPPUCCINO!, Bruna Tavares",Bruna Tavares Bt Velvet/2X1 Primer/Sombra Líquida Violet!,bruna tavares,bruna tavares,amazon_br,amazon_br,6590,,,,brand_match:bruna tavares; title_high:0.93; model_match:2x1; size_match:49g; category_exact; penalty:conflicting_global_identifier; penalty:clearly_incompatible_variant
4012,4199,0.726,no_merge,Base liquida matte Timewise® 3D Mary kay - 30ml (Bronze W110),Base liquida matte Timewise® 3D Mary kay - 30ml (Beige W100),mary kay,mary kay,amazon_br,amazon_br,7500,7500,30ml,30ml,brand_match:mary kay; title_high:0.92; model_match:3d; size_ambiguous; category_exact; price_close; penalty:conflicting_global_identifier; penalty:clearly_incompatible_variant
2651,4513,0.7257,no_merge,RICCA CÍLIOS 3D VOL. 03 LONGO - 408,RICCA CÍLIOS 3D VOL. 02 MÉDIO - 403,ricca,ricca,amazon_br,amazon_br,610,,,,brand_match:ricca; title_medium:0.81; model_match:3d; size_match:20g; color_match:preto; shade_match:preto; category_exact; penalty:conflicting_global_identifier; penalty:clearly_incompatible_variant
528,629,0.7256,no_merge,David Beckham Perfume Bold Instinct Eau de Parfum Masculino 50ml,David Beckham Perfume Instinct Eau de Parfum Masculino 50ml,david beckham,david beckham,amazon_br,amazon_br,7979,8865,50ml,50ml,brand_match:david beckham; title_high:1.00; model_missing_one_side; size_ambiguous; pack_missing_one_side; category_exact; price_close
996,1047,0.7253,no_merge,Escova Secadora Philco Bivolt 1300W PES32 Escova e Secador Bivolt,Escova Secadora Philco Bivolt 1300W Multicerdas 4 em 1 PES30,philco,philco,amazon_br,amazon_br,12990,18590,,,brand_match:philco; title_medium:0.81; model_match:1300w; size_match:620g; shade_match:prata; pack_match:5; penalty:conflicting_global_identifier
3519,3827,0.7249,no_merge,Catharine Hill - Lápis Delineador de Olhos - Textura Macia,Catharine Hill - Lápis Delineador de Olhos - Textura Macia,catharine hill,catharine hill,amazon_br,amazon_br,2789,1989,,,brand_match:catharine hill; title_high:1.00; model_match:del1044; size_match:4g; category_exact; penalty:conflicting_global_identifier; penalty:clearly_incompatible_variant; penalty:clearly_incompatible_variant
2701,3804,0.7247,no_merge,Base Time Wise 3D Beige W160,Base liquida matte Timewise® 3D Mary kay - 30ml (Beige N210),mary kay,mary kay,amazon_br,amazon_br,7400,7990,,30ml,brand_match:mary kay; model_match:3d; size_ambiguous; shade_match:bege; pack_missing_one_side; category_exact; price_close
106,1238,0.7246,no_merge,Kit 08 Toalhas de Rosto Dubai Com Barras Douradas 45x70cm 100% Algodão (Azul Escuro),Kit 07 Toalhas de Rosto Dubai 100% Algodão 330g/m² 45x70cm Barras Douradas Alta Absorção (Sortido),"toalha show, toalha show","toalha show, toalha show",amazon_br,amazon_br,6990,6390,,330g,brand_match:toalha show toalha show; title_medium:0.87; model_match:70c; size_ambiguous; pack_match:35; category_exact; price_close; penalty:conflicting_global_identifier; penalty:clearly_incompatible_variant
3804,3914,0.7245,no_merge,Base liquida matte Timewise® 3D Mary kay - 30ml (Beige N210),Base Time Wise 3D Beige C120,mary kay,mary kay,amazon_br,amazon_br,7990,7500,30ml,,brand_match:mary kay; model_match:3d; size_ambiguous; shade_match:bege; pack_missing_one_side; category_exact; price_close
